Month,City,Units_Consumed,Tariff_Rate,Electricity_Bill
10,Nagpur,472,8.9,4200.8
6,Pune,556,9.1,5059.6
2,Pune,434,9.1,3949.4
9,Vadodara,598,7.8,4664.4
5,Chennai,641,8.8,5640.8
10,Kolkata,488,8.7,4245.6
3,Vadodara,358,7.8,2792.4
11,Ratnagiri,663,7.4,4906.2
9,Mumbai,761,9.2,7001.2
3,Navi Mumbai,710,9.3,6603
1,Ahmedabad,541,7.9,4273.9
9,Kolkata,415,8.7,3610.5
9,Chennai,582,8.8,5121.6
3,Ahmedabad,548,7.9,4329.2
3,Nagpur,730,8.9,6497
12,Kolkata,513,8.7,4463.1
9,Hyderabad,621,8.4,5216.4
1,Vadodara,564,7.8,4399.2
6,Shimla,384,7.7,2956.8
5,Vadodara,633,7.8,4937.4
4,Shimla,509,7.7,3919.3
10,Ahmedabad,481,7.9,3799.9
4,New Delhi,430,8.5,3655
6,Noida,301,8.2,2468.2
11,New Delhi,358,8.5,3043
12,Vadodara,629,7.8,4906.2
10,Hyderabad,514,8.4,4317.6
11,Dahej,390,7.6,2964
8,New Delhi,554,8.5,4709
9,Vadodara,414,7.8,3229.2
8,Pune,718,9.1,6533.8
2,Ahmedabad,375,7.9,2962.5
5,Shimla,750,7.7,5775
9,Nagpur,366,8.9,3257.4
2,Dahej,675,7.6,5130
3,Ratnagiri,586,7.4,4336.4
5,Chennai,483,8.8,4250.4
10,Vadodara,610,7.8,4758
5,Mumbai,482,9.2,4434.4
4,Shimla,488,7.7,3757.6
4,Navi Mumbai,522,9.3,4854.6
1,Nagpur,588,8.9,5233.2
2,Faridabad,216,8.1,1749.6
4,Ratnagiri,469,7.4,3470.6
1,Navi Mumbai,640,9.3,5952
9,Pune,631,9.1,5742.1
10,Ratnagiri,505,7.4,3737
6,Shimla,515,7.7,3965.5
7,Kolkata,534,8.7,4645.8
10,Ahmedabad,527,7.9,4163.3
3,Navi Mumbai,495,9.3,4603.5
10,Hyderabad,772,8.4,6484.8
7,Chennai,501,8.8,4408.8
11,Dahej,377,7.6,2865.2
2,New Delhi,575,8.5,4887.5
5,Ratnagiri,592,7.4,4380.8
11,Ratnagiri,638,7.4,4721.2
3,Noida,708,8.2,5805.6
1,Kolkata,613,8.7,5333.1
8,Ahmedabad,391,7.9,3088.9
1,Pune,409,9.1,3721.9
5,Ahmedabad,307,7.9,2425.3
6,Faridabad,609,8.1,4932.9
1,Ratnagiri,406,7.4,3004.4
6,Gurgaon,468,8.3,3884.4
4,Pune,355,9.1,3230.5
5,Noida,443,8.2,3632.6
3,Ratnagiri,509,7.4,3766.6
2,Pune,399,9.1,3630.9
6,Gurgaon,621,8.3,5154.3
7,New Delhi,458,8.5,3893
3,Nagpur,404,8.9,3595.6
5,Shimla,543,7.7,4181.1
9,New Delhi,451,8.5,3833.5
8,Noida,599,8.2,4911.8
11,Kolkata,695,8.7,6046.5
10,Noida,510,8.2,4182
5,Shimla,410,7.7,3157
9,Pune,542,9.1,4932.2
4,Dahej,373,7.6,2834.8
10,Noida,305,8.2,2501
1,Faridabad,453,8.1,3669.3
8,Pune,440,9.1,4004
5,Gurgaon,568,8.3,4714.4
8,Ahmedabad,541,7.9,4273.9
12,Navi Mumbai,441,9.3,4101.3
10,Chennai,534,8.8,4699.2
12,Nagpur,277,8.9,2465.3
1,Shimla,618,7.7,4758.6
7,Mumbai,425,9.2,3910
5,Faridabad,385,8.1,3118.5
2,Navi Mumbai,473,9.3,4398.9
2,Navi Mumbai,562,9.3,5226.6
9,Mumbai,532,9.2,4894.4
7,Ratnagiri,687,7.4,5083.8
3,Nagpur,417,8.9,3711.3
2,Ratnagiri,438,7.4,3241.2
7,Ahmedabad,672,7.9,5308.8
8,Ratnagiri,740,7.4,5476
6,Vadodara,707,7.8,5514.6
1,Mumbai,464,9.2,4268.8
4,Mumbai,559,9.2,5142.8
6,Chennai,544,8.8,4787.2
7,Ahmedabad,537,7.9,4242.3
5,Faridabad,389,8.1,3150.9
10,Chennai,378,8.8,3326.4
6,Gurgaon,582,8.3,4830.6
7,Faridabad,295,8.1,2389.5
4,New Delhi,417,8.5,3544.5
5,Navi Mumbai,662,9.3,6156.6
9,New Delhi,591,8.5,5023.5
8,New Delhi,544,8.5,4624
11,Navi Mumbai,481,9.3,4473.3
9,Shimla,722,7.7,5559.4
2,Noida,312,8.2,2558.4
2,Mumbai,584,9.2,5372.8
4,Hyderabad,605,8.4,5082
2,Hyderabad,514,8.4,4317.6
10,Chennai,536,8.8,4716.8
7,Faridabad,441,8.1,3572.1
10,Chennai,524,8.8,4611.2
8,Ratnagiri,584,7.4,4321.6
8,Dahej,499,7.6,3792.4
9,Noida,509,8.2,4173.8
2,Gurgaon,458,8.3,3801.4
2,Kolkata,515,8.7,4480.5
4,Mumbai,651,9.2,5989.2
1,Navi Mumbai,388,9.3,3608.4
8,Shimla,644,7.7,4958.8
10,Vadodara,398,7.8,3104.4
12,Pune,589,9.1,5359.9
10,Shimla,409,7.7,3149.3
3,Ratnagiri,520,7.4,3848
4,Vadodara,547,7.8,4266.6
8,Shimla,473,7.7,3642.1
5,Ahmedabad,499,7.9,3942.1
10,Navi Mumbai,398,9.3,3701.4
4,Navi Mumbai,430,9.3,3999
3,Pune,448,9.1,4076.8
5,Navi Mumbai,471,9.3,4380.3
6,Shimla,337,7.7,2594.9
5,Ahmedabad,424,7.9,3349.6
4,Faridabad,593,8.1,4803.3
2,Kolkata,499,8.7,4341.3
3,Dahej,466,7.6,3541.6
1,Faridabad,268,8.1,2170.8
1,Kolkata,291,8.7,2531.7
10,Mumbai,655,9.2,6026
9,Dahej,385,7.6,2926
2,Gurgaon,713,8.3,5917.9
2,Dahej,229,7.6,1740.4
2,Navi Mumbai,546,9.3,5077.8
7,Faridabad,609,8.1,4932.9
6,Vadodara,526,7.8,4102.8
6,Noida,504,8.2,4132.8
10,Ahmedabad,574,7.9,4534.6
4,Ahmedabad,391,7.9,3088.9
5,Kolkata,715,8.7,6220.5
7,Noida,693,8.2,5682.6
6,Nagpur,530,8.9,4717
2,Shimla,378,7.7,2910.6
6,Faridabad,495,8.1,4009.5
3,Pune,728,9.1,6624.8
9,Chennai,450,8.8,3960
7,Shimla,595,7.7,4581.5
5,Ratnagiri,769,7.4,5690.6
12,Navi Mumbai,480,9.3,4464
6,Chennai,417,8.8,3669.6
4,Navi Mumbai,294,9.3,2734.2
12,Pune,745,9.1,6779.5
3,Hyderabad,605,8.4,5082
9,Faridabad,478,8.1,3871.8
11,Pune,518,9.1,4713.8
8,Faridabad,463,8.1,3750.3
11,Hyderabad,454,8.4,3813.6
11,Mumbai,493,9.2,4535.6
2,Ahmedabad,590,7.9,4661
6,Gurgaon,568,8.3,4714.4
6,Dahej,624,7.6,4742.4
6,Shimla,264,7.7,2032.8
8,Mumbai,599,9.2,5510.8
3,Shimla,374,7.7,2879.8
3,Gurgaon,396,8.3,3286.8
8,Ratnagiri,554,7.4,4099.6
8,Dahej,538,7.6,4088.8
3,Kolkata,484,8.7,4210.8
9,New Delhi,549,8.5,4666.5
11,Hyderabad,491,8.4,4124.4
10,Ahmedabad,767,7.9,6059.3
3,Faridabad,554,8.1,4487.4
8,Ahmedabad,358,7.9,2828.2
3,Navi Mumbai,718,9.3,6677.4
8,Vadodara,456,7.8,3556.8
11,Ahmedabad,522,7.9,4123.8
3,Mumbai,675,9.2,6210
5,New Delhi,402,8.5,3417
6,Navi Mumbai,475,9.3,4417.5
12,Shimla,230,7.7,1771
9,Ahmedabad,457,7.9,3610.3
1,Kolkata,688,8.7,5985.6
1,Vadodara,613,7.8,4781.4
6,Navi Mumbai,448,9.3,4166.4
4,Dahej,406,7.6,3085.6
2,Shimla,535,7.7,4119.5
1,Ratnagiri,765,7.4,5661
12,Navi Mumbai,484,9.3,4501.2
2,Gurgaon,663,8.3,5502.9
9,Pune,554,9.1,5041.4
12,Vadodara,329,7.8,2566.2
3,Noida,632,8.2,5182.4
4,Navi Mumbai,425,9.3,3952.5
12,Navi Mumbai,542,9.3,5040.6
2,Vadodara,516,7.8,4024.8
3,Ahmedabad,550,7.9,4345
8,Chennai,560,8.8,4928
5,Kolkata,486,8.7,4228.2
2,Ahmedabad,573,7.9,4526.7
6,Dahej,785,7.6,5966
3,New Delhi,607,8.5,5159.5
8,Ahmedabad,367,7.9,2899.3
11,Navi Mumbai,612,9.3,5691.6
8,Kolkata,595,8.7,5176.5
10,Dahej,604,7.6,4590.4
7,Noida,531,8.2,4354.2
3,Pune,525,9.1,4777.5
9,Vadodara,438,7.8,3416.4
6,Faridabad,617,8.1,4997.7
8,Nagpur,599,8.9,5331.1
12,Noida,341,8.2,2796.2
4,Mumbai,654,9.2,6016.8
5,Noida,290,8.2,2378
4,Hyderabad,775,8.4,6510
10,Kolkata,519,8.7,4515.3
9,Nagpur,661,8.9,5882.9
6,Pune,294,9.1,2675.4
8,Hyderabad,492,8.4,4132.8
5,Dahej,529,7.6,4020.4
6,Nagpur,361,8.9,3212.9
4,New Delhi,564,8.5,4794
7,Ahmedabad,318,7.9,2512.2
10,Chennai,564,8.8,4963.2
3,Faridabad,542,8.1,4390.2
4,New Delhi,708,8.5,6018
4,Ratnagiri,382,7.4,2826.8
9,Vadodara,475,7.8,3705
11,Mumbai,441,9.2,4057.2
3,Shimla,567,7.7,4365.9
6,Shimla,603,7.7,4643.1
2,Pune,384,9.1,3494.4
9,Shimla,569,7.7,4381.3
1,Ahmedabad,584,7.9,4613.6
10,Faridabad,475,8.1,3847.5
8,Nagpur,368,8.9,3275.2
2,Ahmedabad,352,7.9,2780.8
5,Kolkata,415,8.7,3610.5
6,Kolkata,560,8.7,4872
11,Hyderabad,488,8.4,4099.2
1,Shimla,612,7.7,4712.4
7,Pune,507,9.1,4613.7
3,Hyderabad,688,8.4,5779.2
10,Vadodara,503,7.8,3923.4
7,Navi Mumbai,447,9.3,4157.1
5,Shimla,475,7.7,3657.5
9,Shimla,597,7.7,4596.9
4,Ratnagiri,482,7.4,3566.8
9,New Delhi,658,8.5,5593
8,Faridabad,468,8.1,3790.8
3,Mumbai,569,9.2,5234.8
12,Pune,396,9.1,3603.6
8,Kolkata,697,8.7,6063.9
10,Gurgaon,543,8.3,4506.9
7,Mumbai,511,9.2,4701.2
8,Shimla,518,7.7,3988.6
10,Chennai,600,8.8,5280
4,Navi Mumbai,330,9.3,3069
8,Gurgaon,526,8.3,4365.8
2,Ahmedabad,523,7.9,4131.7
4,Ahmedabad,596,7.9,4708.4
12,Pune,384,9.1,3494.4
8,Vadodara,575,7.8,4485
6,New Delhi,771,8.5,6553.5
4,Dahej,459,7.6,3488.4
12,Noida,352,8.2,2886.4
11,New Delhi,338,8.5,2873
7,Hyderabad,452,8.4,3796.8
11,Noida,759,8.2,6223.8
6,Noida,467,8.2,3829.4
6,Vadodara,262,7.8,2043.6
12,Navi Mumbai,518,9.3,4817.4
2,Mumbai,571,9.2,5253.2
11,Ahmedabad,464,7.9,3665.6
3,Mumbai,461,9.2,4241.2
5,Navi Mumbai,251,9.3,2334.3
2,Ahmedabad,420,7.9,3318
9,Nagpur,817,8.9,7271.3
4,Ahmedabad,561,7.9,4431.9
4,Mumbai,439,9.2,4038.8
6,Pune,414,9.1,3767.4
3,Faridabad,602,8.1,4876.2
7,Noida,474,8.2,3886.8
9,Dahej,436,7.6,3313.6
12,Vadodara,718,7.8,5600.4
6,New Delhi,566,8.5,4811
7,Faridabad,710,8.1,5751
12,Ahmedabad,458,7.9,3618.2
10,Chennai,252,8.8,2217.6
5,Hyderabad,492,8.4,4132.8
3,Ahmedabad,395,7.9,3120.5
5,Ratnagiri,519,7.4,3840.6
7,Gurgaon,641,8.3,5320.3
11,Shimla,621,7.7,4781.7
11,Hyderabad,411,8.4,3452.4
3,Navi Mumbai,616,9.3,5728.8
7,Gurgaon,577,8.3,4789.1
2,New Delhi,664,8.5,5644
10,Pune,573,9.1,5214.3
12,Gurgaon,566,8.3,4697.8
12,Hyderabad,633,8.4,5317.2
7,Shimla,617,7.7,4750.9
12,Gurgaon,403,8.3,3344.9
2,New Delhi,544,8.5,4624
4,Nagpur,700,8.9,6230
9,Nagpur,603,8.9,5366.7
4,Ahmedabad,575,7.9,4542.5
10,Hyderabad,591,8.4,4964.4
8,Shimla,669,7.7,5151.3
8,New Delhi,575,8.5,4887.5
11,Mumbai,437,9.2,4020.4
7,Navi Mumbai,416,9.3,3868.8
7,Pune,603,9.1,5487.3
1,Noida,586,8.2,4805.2
6,Ratnagiri,506,7.4,3744.4
12,Faridabad,734,8.1,5945.4
6,Nagpur,720,8.9,6408
1,Chennai,735,8.8,6468
4,Vadodara,536,7.8,4180.8
1,Mumbai,388,9.2,3569.6
12,Shimla,636,7.7,4897.2
12,Noida,428,8.2,3509.6
1,Pune,727,9.1,6615.7
7,Dahej,545,7.6,4142
5,Nagpur,595,8.9,5295.5
1,Vadodara,576,7.8,4492.8
3,Nagpur,430,8.9,3827
3,New Delhi,449,8.5,3816.5
8,Nagpur,540,8.9,4806
12,Ratnagiri,622,7.4,4602.8
3,Gurgaon,658,8.3,5461.4
9,Kolkata,410,8.7,3567
4,New Delhi,424,8.5,3604
2,New Delhi,542,8.5,4607
6,Ratnagiri,385,7.4,2849
12,Chennai,603,8.8,5306.4
3,Ratnagiri,568,7.4,4203.2
5,Hyderabad,477,8.4,4006.8
6,Dahej,322,7.6,2447.2
2,Nagpur,558,8.9,4966.2
1,Pune,499,9.1,4540.9
7,Dahej,595,7.6,4522
10,Dahej,381,7.6,2895.6
9,Noida,531,8.2,4354.2
2,Hyderabad,603,8.4,5065.2
9,Chennai,770,8.8,6776
4,Mumbai,596,9.2,5483.2
6,Kolkata,649,8.7,5646.3
10,New Delhi,670,8.5,5695
12,New Delhi,680,8.5,5780
4,Gurgaon,464,8.3,3851.2
11,Ahmedabad,720,7.9,5688
12,Noida,492,8.2,4034.4
4,Pune,388,9.1,3530.8
2,Noida,231,8.2,1894.2
9,Navi Mumbai,695,9.3,6463.5
5,Navi Mumbai,505,9.3,4696.5
8,Hyderabad,499,8.4,4191.6
6,Chennai,514,8.8,4523.2
4,Faridabad,433,8.1,3507.3
6,Ahmedabad,434,7.9,3428.6
11,Shimla,511,7.7,3934.7
5,Shimla,565,7.7,4350.5
12,Nagpur,604,8.9,5375.6
10,Shimla,261,7.7,2009.7
10,Pune,625,9.1,5687.5
8,Ahmedabad,554,7.9,4376.6
3,Mumbai,609,9.2,5602.8
3,Noida,288,8.2,2361.6
11,Mumbai,302,9.2,2778.4
1,Faridabad,660,8.1,5346
3,Pune,375,9.1,3412.5
10,Nagpur,646,8.9,5749.4
10,Nagpur,631,8.9,5615.9
12,Gurgaon,508,8.3,4216.4
10,Gurgaon,520,8.3,4316
9,Gurgaon,511,8.3,4241.3
9,Gurgaon,367,8.3,3046.1
2,New Delhi,511,8.5,4343.5
1,Vadodara,460,7.8,3588
10,Hyderabad,681,8.4,5720.4
8,Pune,589,9.1,5359.9
1,Pune,593,9.1,5396.3
1,Noida,422,8.2,3460.4
6,Noida,339,8.2,2779.8
10,Nagpur,463,8.9,4120.7
11,Pune,457,9.1,4158.7
12,Hyderabad,683,8.4,5737.2
12,Gurgaon,406,8.3,3369.8
9,Mumbai,558,9.2,5133.6
11,Dahej,610,7.6,4636
7,Hyderabad,701,8.4,5888.4
5,Faridabad,507,8.1,4106.7
8,Mumbai,428,9.2,3937.6
7,Kolkata,757,8.7,6585.9
9,Ahmedabad,481,7.9,3799.9
8,Gurgaon,545,8.3,4523.5
6,Hyderabad,537,8.4,4510.8
11,Navi Mumbai,447,9.3,4157.1
4,Vadodara,607,7.8,4734.6
8,Hyderabad,548,8.4,4603.2
1,Faridabad,601,8.1,4868.1
6,Dahej,428,7.6,3252.8
12,Nagpur,529,8.9,4708.1
5,Dahej,644,7.6,4894.4
7,Dahej,388,7.6,2948.8
2,Noida,438,8.2,3591.6
5,Vadodara,570,7.8,4446
8,Hyderabad,608,8.4,5107.2
7,Ratnagiri,393,7.4,2908.2
8,Noida,161,8.2,1320.2
7,Kolkata,454,8.7,3949.8
2,Shimla,375,7.7,2887.5
9,Faridabad,384,8.1,3110.4
6,Vadodara,415,7.8,3237
8,Gurgaon,475,8.3,3942.5
9,New Delhi,500,8.5,4250
1,Pune,633,9.1,5760.3
2,Ahmedabad,309,7.9,2441.1
10,Hyderabad,782,8.4,6568.8
2,Kolkata,662,8.7,5759.4
9,Faridabad,699,8.1,5661.9
3,Ratnagiri,460,7.4,3404
9,Navi Mumbai,618,9.3,5747.4
5,Gurgaon,355,8.3,2946.5
5,Mumbai,752,9.2,6918.4
6,Vadodara,608,7.8,4742.4
10,Navi Mumbai,265,9.3,2464.5
5,Kolkata,621,8.7,5402.7
6,Dahej,593,7.6,4506.8
10,Ratnagiri,706,7.4,5224.4
5,Shimla,456,7.7,3511.2
9,Gurgaon,692,8.3,5743.6
3,Ratnagiri,840,7.4,6216
5,Navi Mumbai,624,9.3,5803.2
7,Hyderabad,508,8.4,4267.2
7,Ratnagiri,325,7.4,2405
9,Mumbai,259,9.2,2382.8
10,Gurgaon,558,8.3,4631.4
4,Ahmedabad,362,7.9,2859.8
10,Pune,547,9.1,4977.7
7,Ratnagiri,657,7.4,4861.8
4,Noida,430,8.2,3526
7,Ahmedabad,622,7.9,4913.8
11,Kolkata,632,8.7,5498.4
3,Faridabad,734,8.1,5945.4
3,Hyderabad,424,8.4,3561.6
11,Shimla,621,7.7,4781.7
2,Navi Mumbai,422,9.3,3924.6
7,Ratnagiri,517,7.4,3825.8
9,Nagpur,712,8.9,6336.8
3,Nagpur,583,8.9,5188.7
4,Gurgaon,295,8.3,2448.5
10,Ratnagiri,685,7.4,5069
11,Hyderabad,359,8.4,3015.6
9,Pune,444,9.1,4040.4
12,Mumbai,729,9.2,6706.8
2,Shimla,623,7.7,4797.1
6,Nagpur,598,8.9,5322.2
10,Ahmedabad,539,7.9,4258.1
3,Ratnagiri,661,7.4,4891.4
7,Ratnagiri,370,7.4,2738
8,Ratnagiri,424,7.4,3137.6
7,Dahej,708,7.6,5380.8
11,Noida,529,8.2,4337.8
1,Pune,327,9.1,2975.7
12,Ahmedabad,413,7.9,3262.7
5,Dahej,471,7.6,3579.6
11,Kolkata,639,8.7,5559.3
11,Shimla,502,7.7,3865.4
10,Ahmedabad,281,7.9,2219.9
9,Shimla,776,7.7,5975.2
1,Ratnagiri,538,7.4,3981.2
9,Gurgaon,470,8.3,3901
8,Chennai,646,8.8,5684.8
7,Noida,519,8.2,4255.8
2,Noida,483,8.2,3960.6
1,Navi Mumbai,629,9.3,5849.7
9,Chennai,430,8.8,3784
12,Shimla,813,7.7,6260.1
1,Noida,633,8.2,5190.6
8,Chennai,686,8.8,6036.8
3,Gurgaon,429,8.3,3560.7
2,Chennai,469,8.8,4127.2
4,New Delhi,433,8.5,3680.5
7,Kolkata,353,8.7,3071.1
2,Ahmedabad,450,7.9,3555
10,Mumbai,500,9.2,4600
4,Dahej,456,7.6,3465.6
3,Pune,577,9.1,5250.7
1,Ratnagiri,356,7.4,2634.4
8,Ahmedabad,545,7.9,4305.5
2,Dahej,673,7.6,5114.8
5,Pune,302,9.1,2748.2
8,Vadodara,621,7.8,4843.8
12,Faridabad,379,8.1,3069.9
7,Gurgaon,505,8.3,4191.5
2,Faridabad,502,8.1,4066.2
8,Vadodara,486,7.8,3790.8
4,Vadodara,439,7.8,3424.2
10,Pune,572,9.1,5205.2
3,Gurgaon,492,8.3,4083.6
1,Noida,431,8.2,3534.2
1,Gurgaon,745,8.3,6183.5
9,Shimla,559,7.7,4304.3
1,Nagpur,570,8.9,5073
8,Faridabad,545,8.1,4414.5
2,Vadodara,294,7.8,2293.2
12,Vadodara,551,7.8,4297.8
3,Nagpur,573,8.9,5099.7
3,Nagpur,476,8.9,4236.4
9,Navi Mumbai,496,9.3,4612.8
11,Ahmedabad,370,7.9,2923
8,Dahej,655,7.6,4978
11,Shimla,574,7.7,4419.8
8,Shimla,536,7.7,4127.2
5,Chennai,427,8.8,3757.6
8,New Delhi,350,8.5,2975
1,Vadodara,668,7.8,5210.4
7,Mumbai,892,9.2,8206.4
5,New Delhi,464,8.5,3944
7,Chennai,488,8.8,4294.4
4,Vadodara,547,7.8,4266.6
12,New Delhi,571,8.5,4853.5
1,New Delhi,605,8.5,5142.5
5,Gurgaon,498,8.3,4133.4
3,Noida,689,8.2,5649.8
3,Dahej,672,7.6,5107.2
9,New Delhi,507,8.5,4309.5
8,New Delhi,447,8.5,3799.5
6,Navi Mumbai,390,9.3,3627
6,Noida,431,8.2,3534.2
11,Kolkata,427,8.7,3714.9
4,Hyderabad,579,8.4,4863.6
6,New Delhi,518,8.5,4403
8,Faridabad,540,8.1,4374
7,Vadodara,611,7.8,4765.8
3,New Delhi,651,8.5,5533.5
12,Chennai,462,8.8,4065.6
4,Mumbai,551,9.2,5069.2
9,Navi Mumbai,439,9.3,4082.7
12,Dahej,512,7.6,3891.2
1,Chennai,549,8.8,4831.2
10,Nagpur,605,8.9,5384.5
6,New Delhi,590,8.5,5015
10,Mumbai,535,9.2,4922
11,Ahmedabad,440,7.9,3476
6,Ratnagiri,587,7.4,4343.8
10,Chennai,577,8.8,5077.6
5,Hyderabad,541,8.4,4544.4
8,Kolkata,621,8.7,5402.7
12,Chennai,554,8.8,4875.2
5,Shimla,727,7.7,5597.9
12,Ratnagiri,334,7.4,2471.6
5,Noida,703,8.2,5764.6
5,Hyderabad,608,8.4,5107.2
11,Dahej,363,7.6,2758.8
4,Mumbai,615,9.2,5658
7,Chennai,403,8.8,3546.4
5,New Delhi,356,8.5,3026
6,Ahmedabad,332,7.9,2622.8
7,Pune,474,9.1,4313.4
8,Faridabad,877,8.1,7103.7
3,Pune,401,9.1,3649.1
2,Ahmedabad,643,7.9,5079.7
5,Noida,482,8.2,3952.4
5,Chennai,486,8.8,4276.8
9,Ratnagiri,443,7.4,3278.2
2,Kolkata,452,8.7,3932.4
3,New Delhi,429,8.5,3646.5
6,Faridabad,381,8.1,3086.1
5,Chennai,483,8.8,4250.4
5,Gurgaon,498,8.3,4133.4
3,Nagpur,398,8.9,3542.2
1,Mumbai,725,9.2,6670
9,New Delhi,375,8.5,3187.5
10,Ahmedabad,451,7.9,3562.9
9,Ahmedabad,509,7.9,4021.1
6,Nagpur,445,8.9,3960.5
3,Navi Mumbai,571,9.3,5310.3
9,Ratnagiri,516,7.4,3818.4
12,Gurgaon,573,8.3,4755.9
10,Dahej,624,7.6,4742.4
6,Chennai,688,8.8,6054.4
9,Navi Mumbai,316,9.3,2938.8
11,Ratnagiri,520,7.4,3848
8,Noida,629,8.2,5157.8
6,Noida,641,8.2,5256.2
4,Kolkata,376,8.7,3271.2
2,Dahej,439,7.6,3336.4
6,Kolkata,348,8.7,3027.6
7,Hyderabad,477,8.4,4006.8
5,Ahmedabad,613,7.9,4842.7
4,Ratnagiri,429,7.4,3174.6
11,Faridabad,434,8.1,3515.4
6,Ahmedabad,434,7.9,3428.6
9,Mumbai,452,9.2,4158.4
11,New Delhi,728,8.5,6188
3,Faridabad,614,8.1,4973.4
2,Faridabad,548,8.1,4438.8
8,Kolkata,553,8.7,4811.1
5,Nagpur,339,8.9,3017.1
1,Mumbai,363,9.2,3339.6
1,Noida,653,8.2,5354.6
6,Ratnagiri,378,7.4,2797.2
4,Nagpur,408,8.9,3631.2
5,New Delhi,490,8.5,4165
1,Gurgaon,383,8.3,3178.9
2,Hyderabad,478,8.4,4015.2
2,Ratnagiri,586,7.4,4336.4
10,Faridabad,666,8.1,5394.6
11,Pune,498,9.1,4531.8
2,Navi Mumbai,479,9.3,4454.7
8,Dahej,501,7.6,3807.6
11,Noida,527,8.2,4321.4
11,Ahmedabad,427,7.9,3373.3
6,Vadodara,663,7.8,5171.4
12,Navi Mumbai,511,9.3,4752.3
1,Navi Mumbai,209,9.3,1943.7
2,Noida,473,8.2,3878.6
11,Vadodara,582,7.8,4539.6
7,Navi Mumbai,473,9.3,4398.9
8,Chennai,483,8.8,4250.4
9,Noida,369,8.2,3025.8
10,Dahej,573,7.6,4354.8
4,Noida,475,8.2,3895
12,Ratnagiri,669,7.4,4950.6
4,Gurgaon,563,8.3,4672.9
9,Mumbai,478,9.2,4397.6
6,Ahmedabad,577,7.9,4558.3
9,Ratnagiri,575,7.4,4255
10,Gurgaon,476,8.3,3950.8
7,New Delhi,538,8.5,4573
7,Hyderabad,454,8.4,3813.6
12,Ratnagiri,625,7.4,4625
7,Mumbai,642,9.2,5906.4
4,Mumbai,516,9.2,4747.2
2,Kolkata,585,8.7,5089.5
6,Gurgaon,463,8.3,3842.9
4,Pune,508,9.1,4622.8
11,Ahmedabad,448,7.9,3539.2
9,Ahmedabad,525,7.9,4147.5
9,Kolkata,485,8.7,4219.5
12,Dahej,568,7.6,4316.8
12,Nagpur,384,8.9,3417.6
7,Chennai,553,8.8,4866.4
11,Hyderabad,476,8.4,3998.4
6,Chennai,499,8.8,4391.2
9,Nagpur,769,8.9,6844.1
4,Chennai,439,8.8,3863.2
11,Kolkata,629,8.7,5472.3
3,Nagpur,599,8.9,5331.1
11,Navi Mumbai,707,9.3,6575.1
10,Hyderabad,352,8.4,2956.8
9,Faridabad,422,8.1,3418.2
9,Faridabad,709,8.1,5742.9
1,Kolkata,547,8.7,4758.9
9,Mumbai,728,9.2,6697.6
2,Shimla,499,7.7,3842.3
9,Chennai,431,8.8,3792.8
10,Navi Mumbai,378,9.3,3515.4
2,Vadodara,486,7.8,3790.8
3,Pune,533,9.1,4850.3
8,Ratnagiri,467,7.4,3455.8
4,Nagpur,603,8.9,5366.7
10,Kolkata,386,8.7,3358.2
1,Nagpur,485,8.9,4316.5
9,New Delhi,433,8.5,3680.5
6,Mumbai,682,9.2,6274.4
5,Gurgaon,496,8.3,4116.8
1,Ahmedabad,644,7.9,5087.6
4,Mumbai,538,9.2,4949.6
3,Kolkata,692,8.7,6020.4
5,Ratnagiri,503,7.4,3722.2
1,Noida,567,8.2,4649.4
8,Nagpur,706,8.9,6283.4
2,Vadodara,465,7.8,3627
9,Vadodara,557,7.8,4344.6
8,Faridabad,481,8.1,3896.1
12,Chennai,492,8.8,4329.6
8,Shimla,388,7.7,2987.6
6,Pune,616,9.1,5605.6
4,Dahej,571,7.6,4339.6
1,Pune,468,9.1,4258.8
2,Dahej,383,7.6,2910.8
7,Ratnagiri,465,7.4,3441
5,New Delhi,435,8.5,3697.5
6,Pune,518,9.1,4713.8
10,Gurgaon,380,8.3,3154
8,Mumbai,722,9.2,6642.4
6,Ratnagiri,174,7.4,1287.6
12,Ratnagiri,497,7.4,3677.8
10,Ahmedabad,459,7.9,3626.1
5,New Delhi,431,8.5,3663.5
12,Faridabad,542,8.1,4390.2
2,Ratnagiri,387,7.4,2863.8
3,Pune,478,9.1,4349.8
11,Chennai,487,8.8,4285.6
9,Nagpur,486,8.9,4325.4
6,New Delhi,535,8.5,4547.5
4,Shimla,560,7.7,4312
11,Chennai,488,8.8,4294.4
6,Hyderabad,381,8.4,3200.4
12,New Delhi,371,8.5,3153.5
12,Ahmedabad,605,7.9,4779.5
10,Ratnagiri,529,7.4,3914.6
9,Ratnagiri,245,7.4,1813
2,New Delhi,481,8.5,4088.5
6,Ratnagiri,395,7.4,2923
6,Ahmedabad,488,7.9,3855.2
7,Vadodara,656,7.8,5116.8
7,Gurgaon,478,8.3,3967.4
7,Chennai,613,8.8,5394.4
8,Navi Mumbai,507,9.3,4715.1
12,Mumbai,584,9.2,5372.8
12,Noida,423,8.2,3468.6
12,Vadodara,635,7.8,4953
2,Hyderabad,539,8.4,4527.6
5,Nagpur,709,8.9,6310.1
3,Ratnagiri,427,7.4,3159.8
1,Faridabad,487,8.1,3944.7
5,Ahmedabad,653,7.9,5158.7
